mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__class_weight,param_model__max_depth,param_model__min_samples_split,param_model__n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0.994910717010498,0.014068998315435467,0.5107062657674154,0.015427457063108677,balanced_subsample,15,12,171,"{'model__class_weight': 'balanced_subsample', 'model__max_depth': 15, 'model__min_samples_split': 12, 'model__n_estimators': 171}",0.6301211771494518,0.598729792147806,0.6085450346420324,0.61246533464643,0.013111860462287551,3,0.6226827498983291,0.5930914430542641,0.6046405809658177,0.6068049246394703,0.012177154780931967,2,0.7957082392242179,0.8149131791964187,0.7818791927421703,0.7975002037209356,0.013545464624318332,6
0.6780463059743246,0.026472568636742404,0.4124269485473633,0.03550637714847598,,7,12,187,"{'model__class_weight': None, 'model__max_depth': 7, 'model__min_samples_split': 12, 'model__n_estimators': 187}",0.5776110790536642,0.5721709006928406,0.5889145496535797,0.5795655098000282,0.006973870029706823,7,0.5384648876135056,0.536089589479062,0.5555692727341766,0.5433745832755814,0.008677301752294178,8,0.7757504424828516,0.7907579334835635,0.8414282939972558,0.8026455566545571,0.02809960537538665,5
1.4019451141357422,0.017242928438841537,0.34355775515238446,0.02096714230091545,,4,9,251,"{'model__class_weight': None, 'model__max_depth': 4, 'model__min_samples_split': 9, 'model__n_estimators': 251}",0.5354875937680323,0.542147806004619,0.5479214780600462,0.5418522926108992,0.005080411123206344,9,0.48087441584702517,0.4894836246486837,0.4818094830039272,0.4840558411665454,0.003856960184195992,11,0.7461561617020397,0.7738414965864265,0.8128219900549858,0.7776065494478174,0.02734611349330307,10
2.758375565210978,0.10572409971034549,0.48522257804870605,0.03372455819826985,balanced_subsample,2,13,393,"{'model__class_weight': 'balanced_subsample', 'model__max_depth': 2, 'model__min_samples_split': 13, 'model__n_estimators': 393}",0.27582227351413735,0.2834872979214781,0.2777136258660508,0.2790077324338887,0.0032602846141580213,18,0.2336260047303663,0.21290951263791447,0.24795066245871938,0.2314953932756667,0.014384602278575446,18,0.6585954748239086,0.7070285546416448,0.7694266865610305,0.7116835720088613,0.04536622285207726,18
2.0258721510569253,0.02059933883661376,0.6565438906351725,0.05596527284290389,balanced,1,13,413,"{'model__class_weight': 'balanced', 'model__max_depth': 1, 'model__min_samples_split': 13, 'model__n_estimators': 413}",0.2660126947489902,0.24884526558891454,0.2806004618937644,0.2651528074105564,0.012978255603533858,20,0.19724055761781287,0.18993499110811585,0.2502502619726786,0.21247527023286908,0.026876945836086703,20,0.616055544500689,0.6995262392228951,0.7470639555144816,0.6875485797460219,0.05415040279319351,20
0.9048659801483154,0.1615934883879817,0.4460612138112386,0.05728746583234361,balanced,12,18,158,"{'model__class_weight': 'balanced', 'model__max_depth': 12, 'model__min_samples_split': 18, 'model__n_estimators': 158}",0.5741488747836122,0.5554272517321016,0.5392609699769053,0.5562790321642064,0.014255656722364587,8,0.5691687413867843,0.5521024010071964,0.5357306272180166,0.5523339232039991,0.013652034565992859,7,0.788405559949109,0.8090239400731306,0.7661492937912293,0.7878595979378229,0.01750775788686954,9
3.140054782231649,0.06270490506775427,0.9683587551116943,0.04519057872082011,balanced_subsample,10,17,370,"{'model__class_weight': 'balanced_subsample', 'model__max_depth': 10, 'model__min_samples_split': 17, 'model__n_estimators': 370}",0.5302942873629544,0.5248267898383372,0.5011547344110855,0.5187586038707924,0.012646357769761843,11,0.5206589650267228,0.5182309296357746,0.4941069741120663,0.5109989562581879,0.011985494971939837,9,0.7740999361567132,0.7950146200171065,0.7539586377098226,0.7743577312945474,0.016762025823346863,11
1.0069928963979085,0.025247202497406168,0.32140183448791504,0.04854143161701091,balanced,15,13,154,"{'model__class_weight': 'balanced', 'model__max_depth': 15, 'model__min_samples_split': 13, 'model__n_estimators': 154}",0.6237738026543566,0.5993071593533488,0.5900692840646651,0.6043834153574569,0.014220288900139518,4,0.6173435646373447,0.5945905802538463,0.5854531453916463,0.5991290967609457,0.013408910196346178,3,0.7933730805282115,0.8234628493440486,0.8583355809619135,0.8250571702780579,0.026544779902147094,1
2.3504209518432617,0.10466487545332206,1.056625525156657,0.0940471548514228,,3,6,406,"{'model__class_weight': None, 'model__max_depth': 3, 'model__min_samples_split': 6, 'model__n_estimators': 406}",0.5337564916330063,0.5340646651270208,0.5404157043879908,0.536078953716006,0.0030691255561178968,10,0.46417958664639203,0.4691408050403987,0.46816978802379283,0.46716339323686124,0.0021467874974218084,13,0.7236318854162288,0.7672228467627972,0.7975786936007411,0.7628111419265889,0.030349409273115784,12
2.637636741002401,0.028588879912055262,0.5420746803283691,0.008710508497858005,balanced_subsample,9,8,373,"{'model__class_weight': 'balanced_subsample', 'model__max_depth': 9, 'model__min_samples_split': 8, 'model__n_estimators': 373}",0.532602423542989,0.5219399538106235,0.49884526558891457,0.5177958809808424,0.014089391588425221,12,0.5210592011550319,0.5121330455936441,0.4906643317168001,0.5079521928218254,0.01275595728712689,10,0.7782491235938284,0.791389107358866,0.8203996063755288,0.7966792791094077,0.017609755583109378,8
2.322648525238037,0.24757298724594717,0.6910821596781412,0.13015549698544462,,14,19,364,"{'model__class_weight': None, 'model__max_depth': 14, 'model__min_samples_split': 19, 'model__n_estimators': 364}",0.6185804962492787,0.6148960739030023,0.6166281755196305,0.6167015818906371,0.0015050544570244034,2,0.5906321511757457,0.587500597897161,0.5874421258264557,0.5885249582997875,0.0014902015765504205,5,0.8066370964469535,0.820873935026195,0.8450219601046525,0.8241776638592669,0.0158437244707358,2
