mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,param_model__penalty,param_model__solver,param_model__l1_ratio,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
2.017580191294352,0.1192994019614857,0.03472574551900228,0.006029309279969083,6.015308718396457,,l1,saga,,"{'model__C': np.float64(6.015308718396457), 'model__class_weight': None, 'model__penalty': 'l1', 'model__solver': 'saga'}",0.7944621938232161,0.7981895633652822,0.8184238551650692,0.8036918707845225,0.010527641197257312,1,0.7882074095761907,0.7923043884823054,0.8120557711662523,0.7975225230749161,0.010411781278997717,1,0.8428220126884349,0.8370045398987251,0.854891799552695,0.8449061173799516,0.0074496592206639975,1
0.11267344156901042,0.01752410743485144,0.06093080838521322,0.011651982664266154,0.3811544088653064,balanced,l2,lbfgs,,"{'model__C': np.float64(0.3811544088653064), 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}",0.760915867944622,0.7337593184238551,0.7534611288604899,0.7493787717429891,0.011456258120770302,13,0.7728707831173158,0.7481491661810763,0.7661768407469683,0.7623989300151202,0.010440116318282462,11,0.8421817705605029,0.8371980676328503,0.8543802616109667,0.8445866999347733,0.007217788740181031,7
0.15314030647277832,0.015043043296721337,0.060380776723225914,0.005231963775597184,0.00039796923010559904,,l2,saga,,"{'model__C': np.float64(0.00039796923010559904), 'model__class_weight': None, 'model__penalty': 'l2', 'model__solver': 'saga'}",0.7348242811501597,0.7348242811501597,0.7342917997870074,0.7346467873624424,0.00025101412182697237,17,0.6225030742708535,0.6225030742708535,0.6217920736298945,0.6222660740572005,0.0003351689164333795,19,0.8301815959490134,0.8357182352598801,0.8420045311798361,0.8359681207962432,0.004829926255753091,17
0.13179310162862143,0.02941003379123619,0.0684203306833903,0.02407311198720885,0.4042872735027334,balanced,l2,lbfgs,,"{'model__C': np.float64(0.4042872735027334), 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}",0.760915867944622,0.7342917997870074,0.7539936102236422,0.7497337593184238,0.01127888879326751,9,0.7728707831173158,0.748632871936912,0.7666590719805576,0.7627209090115952,0.010279459462924662,9,0.842187590943484,0.837167510622199,0.8544020601028015,0.8445857205561614,0.007237434774800381,8
0.1717390219370524,0.01735479573028318,0.06261746088663737,0.0037099351909518617,0.00013289448722869195,balanced,l2,saga,,"{'model__C': np.float64(0.00013289448722869195), 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}",0.7310969116080938,0.7188498402555911,0.7326943556975506,0.7275470358537451,0.0061843277920427256,19,0.7460802244610297,0.734944783200669,0.7476871968014372,0.7429040681543787,0.0056661717091566165,15,0.8279640300331761,0.8337524009079799,0.839983084370336,0.8338998384371639,0.004907865806278692,19
0.17421809832255045,0.020495337461475752,0.05708161989847819,0.002074180674600964,0.0018794668241638478,balanced,elasticnet,saga,0.1,"{'model__C': np.float64(0.0018794668241638478), 'model__class_weight': 'balanced', 'model__l1_ratio': 0.1, 'model__penalty': 'elasticnet', 'model__solver': 'saga'}",0.7470713525026624,0.7337593184238551,0.7502662406815761,0.7436989705360313,0.007148395656940828,16,0.7601218959069822,0.7481491661810763,0.7635742681445294,0.757281776744196,0.00660974786659071,14,0.8372249869041383,0.8358542867120657,0.8486588841206707,0.8405793859122915,0.005740407838504048,13
0.08422191937764485,0.0226654076035565,0.05150270462036133,0.007766431695817634,0.006690421166498805,balanced,l2,lbfgs,,"{'model__C': np.float64(0.006690421166498805), 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}",0.7566560170394037,0.7364217252396166,0.7566560170394037,0.7499112531061414,0.009538536629424532,8,0.7689249729306069,0.7504399873922472,0.7693387424821555,0.7629012342683366,0.008813051177678949,6,0.839204644665619,0.8397619463360689,0.8519678951812255,0.8436448287276379,0.005889692843213441,12
0.0891270637512207,0.016819250751219473,0.06063350041707357,0.007577742487580986,0.039054412752107935,,l2,lbfgs,,"{'model__C': np.float64(0.039054412752107935), 'model__class_weight': None, 'model__penalty': 'l2', 'model__solver': 'lbfgs'}",0.7949946751863685,0.7987220447284346,0.8152289669861554,0.8029818956336529,0.00879266317110458,3,0.7875977298881585,0.7922522018718913,0.8070690617410488,0.7956396645003663,0.00830218317977589,3,0.8413756475176067,0.8387579302718118,0.8538091411248894,0.8446475729714361,0.006565762670475372,5
0.7344910303751627,0.06210908480890097,0.04549074172973633,0.00488631891613407,0.4689400963537689,balanced,l2,saga,,"{'model__C': np.float64(0.4689400963537689), 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}",0.760915867944622,0.7348242811501597,0.7534611288604899,0.7497337593184238,0.010973078818653705,9,0.7728707831173158,0.7491164848518934,0.7661768407469683,0.7627213695720592,0.010000729383437776,8,0.8422254234328619,0.8371471392817647,0.8544282182930036,0.8446002603358768,0.007252071459710069,6
0.26079662640889484,0.007468165566140881,0.05173325538635254,0.006948434078798901,0.054502936945582565,,l2,saga,,"{'model__C': np.float64(0.054502936945582565), 'model__class_weight': None, 'model__penalty': 'l2', 'model__solver': 'saga'}",0.7960596379126731,0.7987220447284346,0.8146964856230032,0.8031593894213703,0.008230048363059727,2,0.7890610306660937,0.7924251244644145,0.8071154494617866,0.7962005348640983,0.007839251761790265,2,0.8415793609219486,0.8384916477504221,0.8540053275514045,0.8446921120745917,0.006704997143701253,4
