mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,param_model__penalty,param_model__solver,param_model__l1_ratio,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
17.669405619303387,1.8203821183040512,0.027452786763509113,0.00689441236080846,6.015308718396457,,l1,saga,,"{'model__C': np.float64(6.015308718396457), 'model__class_weight': None, 'model__penalty': 'l1', 'model__solver': 'saga'}",0.536064627813041,0.5456120092378753,0.5484988452655889,0.5433918274388351,0.005313463799939674,3,0.5024962651013523,0.5074832246603657,0.5170332155240098,0.5090042350952425,0.006031353438765043,1,0.7536612716010028,0.7614159529975453,0.7972379543089747,0.7707717263025075,0.01898033525447146,1
0.15468859672546387,0.04247515645227368,0.04346760114034017,0.015793105353488962,0.3811544088653064,balanced,l2,lbfgs,,"{'model__C': np.float64(0.3811544088653064), 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}",0.3387189844200808,0.28002309468822173,0.2840646651270208,0.3009355814117744,0.0267678006825242,12,0.38401589172382605,0.3314965122032826,0.3295867875650186,0.34836639716404233,0.025220052984672482,12,0.7255922371056513,0.7155393944922286,0.763130570326779,0.7347540673082197,0.02048063074914594,7
0.10802268981933594,0.01012468148435117,0.03117712338765462,0.0050804644366041285,0.00039796923010559904,,l2,saga,,"{'model__C': np.float64(0.00039796923010559904), 'model__class_weight': None, 'model__penalty': 'l2', 'model__solver': 'saga'}",0.49047893825735717,0.5017321016166282,0.5034642032332564,0.4985584143690806,0.005756648022504838,7,0.4032856581733288,0.41509882488406363,0.41444135812013033,0.41094194705917425,0.005420463403563685,7,0.6693838219285252,0.7092241341789574,0.6677159578305485,0.6821079713126771,0.019186108848249395,17
0.1325047810872396,0.028955677963222834,0.030469576517740887,0.005213804009122529,0.4042872735027334,balanced,l2,lbfgs,,"{'model__C': np.float64(0.4042872735027334), 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}",0.3398730525100981,0.279445727482679,0.2840646651270208,0.30112781503993263,0.027461836746112658,11,0.3854344060998395,0.33076578111355187,0.32959836235736134,0.34859951652358423,0.026050560252571207,11,0.7256751401895177,0.715707087189713,0.7631844786106141,0.7348555686632817,0.020440741575829792,6
0.07644025484720866,0.002488797401214572,0.03627713521321615,0.00882048008368056,0.00013289448722869195,balanced,l2,saga,,"{'model__C': np.float64(0.00013289448722869195), 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}",0.172533179457588,0.16166281755196305,0.18995381062355657,0.1747166025443692,0.01165248398486077,20,0.19716184728017858,0.18821806103873043,0.19992980535431557,0.19510323789107487,0.0049979758030019635,19,0.6710914451440095,0.7095718072670961,0.7649730608336845,0.7152121044149301,0.03853396039048202,10
14.827489376068115,10.34584396267965,0.020876566569010418,0.001824774350039437,0.0018794668241638478,balanced,elasticnet,saga,0.1,"{'model__C': np.float64(0.0018794668241638478), 'model__class_weight': 'balanced', 'model__l1_ratio': 0.1, 'model__penalty': 'elasticnet', 'model__solver': 'saga'}",0.21696480092325446,0.20034642032332564,0.21304849884526558,0.2101199066972819,0.007093430407447274,19,0.24747125881063003,0.22525674048255775,0.21841380608364094,0.23038060179227624,0.012403611188849372,18,0.6748978687498813,0.7067208638444793,0.7636722725465291,0.7150970017136299,0.03672277637075601,11
0.0768735408782959,0.023855181607031022,0.02441271146138509,0.0018497379919500659,0.006690421166498805,balanced,l2,lbfgs,,"{'model__C': np.float64(0.006690421166498805), 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}",0.29255626081938835,0.25346420323325636,0.24133949191685913,0.2624533186565013,0.021853947031342504,17,0.3378354105854171,0.2938447075687457,0.27108303279578766,0.3009210503166502,0.02770711046111592,17,0.7052102568270603,0.7110633411906182,0.7667136958786814,0.7276624312987866,0.027716608716416957,8
0.13818558057149252,0.0389975977726906,0.026430924733479817,0.0025512048679268407,0.039054412752107935,,l2,lbfgs,,"{'model__C': np.float64(0.039054412752107935), 'model__class_weight': None, 'model__penalty': 'l2', 'model__solver': 'lbfgs'}",0.5372186959030583,0.5456120092378753,0.5502309468822171,0.5443538840077169,0.0053862063462902345,1,0.49800487005541216,0.501213716546211,0.513470760211878,0.5042297822711671,0.006664379387255173,3,0.7363707153312025,0.7286185953902836,0.7775055831616137,0.7474982979610333,0.021453076154347148,3
16.976961215337116,2.3206122792637274,0.02246864636739095,0.002157853757123578,0.4689400963537689,balanced,l2,saga,,"{'model__C': np.float64(0.4689400963537689), 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}",0.3427582227351414,0.2407621247113164,0.2575057736720554,0.2803420403728377,0.044661111425514814,15,0.3896057176531069,0.30038251648253095,0.31069824998672346,0.3335621613741204,0.039851923748875855,15,0.6626842553520564,0.6791086798251605,0.7409260488477426,0.6942396613416532,0.03368634256979853,13
0.5103354454040527,0.004371605024503733,0.022533655166625977,0.002125550185016474,0.054502936945582565,,l2,saga,,"{'model__C': np.float64(0.054502936945582565), 'model__class_weight': None, 'model__penalty': 'l2', 'model__solver': 'saga'}",0.5389497980380843,0.5427251732101617,0.5508083140877598,0.5441610951120018,0.0049465479212774275,2,0.5006398268497069,0.4978812406237729,0.514439954123407,0.5043203405322956,0.007243727581686723,2,0.7379906465695061,0.7350673087824059,0.7837466418401959,0.752268199064036,0.02229059212109233,2
